"","v csk","v dc","v kxip","v kkr","v mi","v rr","v srh"
"814",26,14,59,29,38,41,40
"815",33,15,60,28,32,44,27
"816",27,18,48,24,38,48,37
"817",36,13,55,27,44,46,36
"818",24,28,54,26,42,44,29
"819",19,23,53,27,37,45,28
"820",32,14,58,30,36,42,36
"821",31,32,53,29,36,40,27
"822",24,26,54,22,50,43,35
"823",28,24,54,27,31,45,36
"824",27,13,54,24,48,37,37
"825",27,11,55,27,48,35,36
"826",34,11,53,28,35,49,38
"827",31,18,52,27,46,38,33
"828",31,19,55,27,34,51,33
"829",29,18,51,30,38,41,29
"830",37,18,47,26,40,44,34
"831",24,36,53,23,44,40,37
"832",33,16,48,24,49,49,32
"833",32,35,58,34,33,52,30
"834",24,23,47,30,36,42,32
"835",22,24,55,29,51,40,28
"836",22,17,48,32,46,36,37
"837",23,12,51,32,53,47,31
"838",28,28,52,34,57,41,32
"839",25,15,52,25,30,39,28
"840",29,13,55,34,44,39,26
"841",26,17,52,24,36,45,39
"842",34,15,56,26,35,40,32
"843",23,27,52,27,46,37,37
"844",19,17,60,28,31,36,28
"845",35,20,43,27,38,40,29
"846",29,12,60,28,49,43,36
"847",26,11,53,26,50,37,37
"848",17,18,54,30,41,43,30
"849",27,16,55,27,47,43,33
"850",33,21,51,25,44,37,34
"851",24,16,58,26,42,35,38
"852",26,18,68,30,44,43,42
"853",39,11,55,25,46,40,33
"854",26,30,56,27,50,39,36
"855",18,25,46,28,29,43,42
"856",30,13,55,27,34,40,35
"857",24,16,59,24,45,37,43
"858",30,12,52,25,43,44,37
"859",38,23,57,31,45,45,27
"860",24,11,53,25,38,36,36
"861",33,17,54,31,46,41,27
"862",45,16,48,24,37,42,34
"863",26,20,49,24,51,45,30
"864",28,6,53,28,60,42,32
"865",37,17,56,28,50,43,31
"866",29,6,54,26,49,41,26
"867",31,21,57,31,37,47,38
"868",32,14,56,29,36,44,39
"869",35,16,50,31,42,48,38
"870",18,14,49,27,47,42,32
"871",31,11,60,29,44,41,29
"872",21,18,47,35,36,53,33
"873",29,16,50,20,34,44,32
"874",19,13,62,27,53,46,30
"875",26,15,51,29,39,40,37
"876",39,14,48,25,50,45,40
"877",39,29,55,35,55,52,34
"878",26,7,52,29,41,46,33
"879",36,11,51,27,40,46,33
"880",25,5,52,28,31,36,40
"881",33,13,50,26,47,40,30
"882",32,28,50,31,43,46,36
"883",30,20,51,36,46,39,35
"884",29,20,45,27,49,37,35
"885",25,13,54,22,50,39,29
"886",33,18,54,28,41,34,36
"887",29,17,56,28,51,40,27
"888",21,20,52,34,40,43,30
"889",23,37,57,33,41,41,34
"890",31,8,55,29,44,43,37
"891",25,30,55,29,37,47,30
"892",28,12,56,27,53,46,35
"893",23,14,50,30,48,46,47
"894",31,27,46,27,52,43,31
"895",32,26,54,29,41,42,42
"896",28,19,55,28,45,43,38
"897",29,25,53,26,49,39,38
"898",26,13,50,30,59,34,37
"899",23,17,57,30,45,49,32
"900",25,14,53,25,43,43,32
"901",22,26,49,30,58,36,37
"902",33,15,54,28,42,43,33
"903",20,12,62,26,47,42,33
"904",23,22,59,25,38,40,29
"905",26,18,52,26,40,45,37
"906",19,38,50,28,46,43,33
"907",27,10,48,24,47,40,32
"908",37,9,50,25,35,45,41
"909",22,29,55,27,52,42,37
"910",19,34,51,37,38,46,40
"911",35,13,52,29,52,43,42
"912",25,19,48,26,44,44,26
"913",40,14,53,31,51,51,25
"914",32,30,55,31,50,39,31
"915",32,30,55,28,50,40,39
"916",26,22,59,29,42,46,22
"917",36,20,51,23,50,44,33
"918",31,21,55,23,37,45,27
"919",26,15,54,30,43,40,32
"920",24,25,50,34,43,43,30
"921",30,13,49,33,45,43,29
"922",24,19,54,24,45,35,31
"923",20,13,48,30,40,36,34
"924",21,24,57,31,39,41,36
"925",23,16,53,24,56,42,30
"926",20,19,59,29,45,38,31
"927",32,29,54,28,51,38,33
"928",25,12,52,28,44,45,30
"929",32,22,52,23,46,40,36
"930",32,20,51,28,35,42,38
"931",46,19,55,29,38,36,32
"932",41,14,44,31,43,41,27
"933",29,19,53,28,38,45,32
"934",26,19,53,22,39,42,34
"935",35,15,58,24,39,48,23
"936",40,27,55,32,41,42,29
"937",25,18,57,26,39,47,33
"938",25,16,56,33,47,44,40
"939",29,17,52,23,32,36,32
"940",21,11,48,27,44,48,29
"941",20,12,57,26,36,53,32
"942",18,21,50,32,50,42,29
"943",33,14,54,24,49,49,30
"944",27,23,54,29,33,43,39
"945",29,11,59,23,34,40,36
"946",38,28,55,30,43,39,34
"947",22,18,56,24,57,39,36
"948",35,14,56,32,49,43,28
"949",29,11,54,29,39,47,36
"950",30,26,49,24,30,40,34
"951",40,13,49,29,51,45,26
"952",32,22,50,39,43,35,31
"953",25,13,61,26,61,41,32
"954",38,23,51,30,42,39,38
"955",37,24,50,27,47,44,31
"956",28,11,55,25,29,41,32
"957",21,24,48,33,36,40,27
"958",26,15,59,32,43,41,31
"959",28,13,55,27,30,41,32
"960",35,19,55,28,44,44,28
"961",30,18,60,28,47,46,30
"962",22,8,52,27,46,42,42
"963",33,19,51,28,54,40,31
"964",29,10,54,32,37,40,32
"965",26,18,56,27,42,41,29
"966",25,12,50,28,40,40,35
"967",32,12,50,31,42,43,37
"968",35,13,58,29,44,43,32
"969",31,17,51,27,42,44,31
"970",27,7,53,27,48,41,30
"971",29,9,53,27,37,36,35
"972",21,17,51,31,37,43,40
"973",29,22,45,25,57,49,35
"974",25,10,52,25,44,44,32
"975",26,16,52,28,57,44,29
"976",36,10,52,28,42,52,27
"977",29,15,59,34,42,45,44
"978",25,28,57,33,41,44,37
"979",25,17,53,27,51,43,42
"980",29,11,49,29,56,42,38
"981",31,6,54,30,44,41,32
"982",35,28,54,23,51,38,31
"983",24,20,50,25,41,41,28
"984",21,14,47,27,45,36,33
"985",22,20,50,32,48,43,30
"986",42,13,49,26,46,39,32
"987",37,12,52,22,45,49,34
"988",33,14,54,29,44,41,39
"989",31,12,52,27,43,43,32
"990",20,14,56,32,49,39,28
"991",22,17,56,27,50,40,36
"992",26,17,55,33,41,46,36
"993",21,16,55,29,42,43,33
"994",34,20,53,25,49,41,36
"995",26,15,53,29,39,42,37
"996",25,23,58,28,52,39,27
"997",38,13,48,34,43,44,33
"998",17,15,51,28,62,39,34
"999",32,16,52,31,30,44,40
"1000",34,14,56,27,44,40,37
"1001",24,12,50,29,51,38,34
"1002",32,17,52,26,41,45,38
"1003",35,10,52,37,40,40,37
"1004",27,12,52,36,45,47,39
"1005",30,22,47,30,40,42,24
"1006",30,24,52,26,34,39,34
"1007",25,15,50,28,50,41,29
"1008",26,24,49,29,34,50,33
"1009",22,29,58,25,47,42,34
"1010",30,6,55,23,36,37,39
"1011",30,28,54,23,41,44,37
"1012",23,16,52,29,32,48,34
"1013",32,16,55,24,36,43,35
"1014",28,13,44,29,44,46,36
"1015",18,14,50,34,35,41,31
"1016",30,18,47,27,41,43,32
"1017",33,11,56,27,34,40,28
"1018",28,17,57,26,49,34,26
"1019",29,15,46,24,48,48,37
"1020",31,14,51,32,42,44,27
"1021",32,22,52,28,48,39,33
"1022",38,16,53,27,45,51,31
"1023",32,15,59,34,27,47,32
"1024",34,10,50,27,48,40,32
"1025",32,19,49,31,45,44,33
"1026",33,10,58,23,46,40,29
"1027",30,21,53,28,43,40,39
"1028",31,27,63,28,46,43,34
"1029",22,14,51,35,50,49,34
"1030",28,17,50,29,41,41,34
"1031",40,9,50,26,56,42,34
"1032",26,19,57,27,44,47,37
"1033",37,14,46,26,31,44,40
"1034",25,10,52,21,52,45,36
"1035",27,11,51,33,31,39,30
"1036",26,18,50,29,51,39,36
"1037",23,29,57,28,32,46,31
"1038",29,18,44,30,43,42,39
"1039",27,15,52,34,45,42,35
"1040",27,10,48,32,43,43,27
"1041",24,22,54,30,52,37,26
"1042",26,21,51,26,48,40,40
"1043",34,12,46,26,52,43,33
"1044",32,23,55,24,35,43,40
"1045",18,31,53,31,46,38,43
"1046",24,10,48,24,40,40,35
"1047",30,17,52,28,40,41,32
"1048",31,30,53,34,42,37,33
"1049",26,13,48,27,41,36,24
"1050",32,12,59,26,39,37,31
"1051",22,31,48,26,52,38,37
"1052",21,14,57,28,42,44,32
"1053",26,16,59,25,56,38,39
"1054",19,27,55,26,46,45,35
"1055",21,27,60,23,56,45,32
"1056",29,22,51,27,65,38,36
"1057",28,25,55,25,37,42,33
"1058",27,14,46,30,53,42,37
"1059",27,34,49,27,38,32,33
"1060",19,23,44,25,45,36,31
"1061",25,16,58,25,37,39,36
"1062",23,13,56,31,45,44,40
"1063",20,17,56,26,51,39,33
"1064",27,36,49,29,48,38,38
"1065",34,7,49,24,32,49,38
"1066",31,19,58,31,37,42,30
"1067",35,9,58,31,42,41,32
"1068",30,16,51,29,40,38,37
"1069",24,10,55,28,32,45,39
"1070",27,15,55,30,40,38,37
"1071",21,16,59,26,38,37,43
"1072",27,22,52,25,44,43,31
"1073",23,9,47,28,42,51,27
"1074",40,15,58,27,52,46,39
"1075",26,15,47,30,42,43,28
"1076",23,15,60,30,49,41,31
"1077",27,17,46,25,44,37,34
"1078",31,16,52,25,35,40,33
"1079",27,18,51,31,43,45,35
"1080",19,12,53,30,59,45,34
"1081",16,19,50,23,46,40,34
"1082",29,11,54,31,44,42,25
"1083",29,14,54,30,41,42,32
"1084",23,23,54,35,50,37,35
"1085",28,9,55,36,33,39,32
"1086",25,23,55,24,55,43,28
"1087",22,11,55,24,36,45,32
"1088",30,22,48,26,52,41,22
"1089",28,28,51,31,40,44,31
"1090",26,14,53,29,42,47,25
"1091",31,16,48,28,33,42,35
"1092",29,13,56,27,36,44,20
"1093",24,14,45,22,46,41,30
"1094",27,12,55,27,63,44,36
"1095",28,21,53,26,45,38,28
"1096",22,20,51,25,33,39,34
"1097",23,22,51,24,35,42,33
"1098",31,15,53,29,50,42,46
"1099",35,30,58,37,48,43,33
"1100",31,27,53,29,37,46,35
"1101",27,23,56,26,41,40,30
"1102",20,19,56,25,44,38,27
"1103",25,14,58,26,52,39,33
"1104",24,12,52,35,44,48,45
"1105",23,16,53,28,36,47,38
"1106",27,21,48,26,43,45,31
"1107",41,15,51,24,41,41,31
"1108",31,14,58,30,49,49,42
"1109",27,21,55,29,33,39,30
"1110",28,18,56,29,55,43,29
"1111",44,18,55,31,42,36,42
"1112",28,12,57,27,53,38,34
"1113",29,27,51,26,44,46,30
"1114",23,29,56,25,33,45,35
"1115",24,16,50,29,53,36,34
"1116",21,11,55,27,39,40,37
"1117",26,21,52,31,43,49,29
"1118",25,16,53,26,35,39,41
"1119",22,15,55,31,38,45,32
"1120",32,14,48,27,40,46,29
"1121",31,17,61,31,51,39,41
"1122",36,14,59,29,39,39,44
"1123",21,14,56,31,43,46,30
"1124",35,26,51,34,52,38,35
"1125",37,18,49,25,45,39,40
"1126",31,27,47,27,57,40,37
"1127",37,30,55,34,61,45,34
"1128",25,19,49,28,30,42,37
"1129",31,9,60,28,39,39,29
"1130",27,18,52,32,46,37,33
"1131",29,10,56,24,43,39,20
"1132",28,14,51,29,49,39,35
"1133",26,21,51,27,29,41,29
"1134",24,7,56,28,53,41,27
"1135",21,22,55,25,39,40,35
"1136",26,13,56,27,41,43,34
"1137",32,9,48,24,43,43,36
"1138",20,17,52,25,50,43,26
"1139",26,23,52,26,41,41,28
"1140",27,22,56,30,40,39,23
"1141",36,21,57,25,49,45,34
"1142",48,13,51,32,48,41,34
"1143",27,26,51,30,38,37,35
"1144",28,16,53,25,40,40,34
"1145",19,13,55,31,43,40,29
"1146",26,19,53,35,47,38,38
"1147",31,20,51,26,40,44,33
"1148",18,16,56,30,48,44,34
"1149",26,21,52,28,39,42,29
"1150",27,31,56,31,54,45,38
"1151",25,17,50,25,42,43,31
"1152",29,20,48,29,37,43,33
"1153",25,13,56,28,42,50,30
"1154",29,32,50,25,52,42,22
"1155",26,25,62,32,41,38,37
"1156",29,8,54,32,47,42,34
"1157",35,16,51,28,38,42,36
"1158",23,21,54,32,33,44,28
"1159",24,15,54,30,35,41,46
"1160",26,20,46,31,30,43,34
"1161",27,11,53,28,38,34,33
"1162",33,31,47,25,38,45,32
"1163",36,14,50,33,59,46,35
"1164",28,21,53,24,35,42,40
"1165",32,13,53,30,45,41,32
"1166",26,15,52,28,34,42,25
"1167",22,8,58,29,48,41,33
"1168",30,15,48,24,37,50,34
"1169",16,17,52,31,57,37,33
"1170",35,9,56,27,37,45,35
"1171",22,24,51,23,59,43,31
"1172",25,18,59,32,55,41,31
"1173",31,12,52,26,37,40,39
"1174",22,16,47,31,39,45,27
"1175",25,18,67,30,54,42,38
"1176",24,13,52,26,47,39,27
"1177",28,13,47,25,50,44,37
"1178",36,13,59,27,50,46,27
"1179",22,11,54,30,46,47,39
"1180",24,21,47,25,38,42,36
"1181",25,28,58,24,42,43,36
"1182",19,13,57,29,37,41,28
"1183",33,12,53,27,48,44,41
"1184",21,23,49,32,45,41,41
"1185",28,8,49,28,39,39,30
"1186",25,13,58,26,36,40,34
"1187",26,16,49,25,41,46,35
"1188",27,12,64,26,42,44,32
"1189",28,19,56,28,55,39,30
"1190",27,12,50,24,42,39,34
"1191",27,37,53,28,54,44,29
"1192",29,20,51,28,46,43,31
"1193",32,17,54,29,45,37,29
"1194",27,25,48,28,38,45,34
"1195",34,14,58,26,46,42,41
"1196",22,11,52,30,28,36,38
"1197",19,21,54,25,50,42,37
"1198",22,8,49,30,54,44,30
"1199",24,26,51,25,32,46,31
"1200",25,15,49,23,44,41,34
"1201",31,16,49,29,53,37,43
"1202",29,26,52,26,40,41,42
"1203",30,33,56,28,40,38,28
"1204",32,7,53,26,50,39,38
"1205",34,9,50,25,39,39,27
"1206",18,13,54,30,34,45,36
"1207",24,18,64,31,34,45,34
"1208",35,27,57,26,47,44,21
"1209",26,20,46,30,27,46,40
"1210",33,17,54,31,41,45,34
"1211",22,25,50,24,47,39,40
"1212",29,22,50,31,69,38,40
"1213",36,19,56,29,47,52,32
"1214",29,10,58,28,42,42,34
"1215",18,18,55,21,37,39,32
"1216",20,16,47,22,45,41,36
"1217",29,24,60,35,62,41,34
"1218",27,18,51,25,48,43,39
"1219",26,15,48,28,33,38,43
"1220",26,19,55,27,40,40,33
"1221",25,18,51,26,63,39,26
"1222",26,22,54,28,37,42,29
"1223",31,18,47,30,46,46,31
"1224",21,14,54,25,34,42,33
"1225",23,21,52,35,50,49,27
"1226",37,17,52,27,42,41,33
"1227",19,12,47,29,47,45,31
"1228",23,10,56,30,45,48,27
"1229",28,14,50,28,46,41,29
"1230",23,21,49,29,30,46,33
"1231",25,31,44,27,41,39,34
"1232",25,19,51,37,34,43,33
"1233",27,18,46,31,46,44,30
"1234",33,22,52,28,41,45,28
"1235",30,15,54,28,42,35,30
"1236",24,24,55,26,52,39,36
"1237",31,12,52,27,40,40,38
"1238",29,23,53,23,39,42,30
"1239",31,18,55,28,41,41,35
"1240",20,15,59,35,51,49,33
"1241",32,28,56,29,43,42,38
"1242",27,5,61,31,39,41,42
"1243",27,28,52,30,48,40,35
"1244",31,13,56,28,45,42,28
"1245",33,19,52,26,38,43,32
"1246",34,15,55,31,53,41,31
"1247",36,14,51,25,48,50,36
"1248",18,17,51,30,49,38,39
"1249",20,25,57,24,44,41,35
"1250",28,12,51,24,34,41,23
"1251",26,29,56,30,47,35,33
"1252",24,22,61,31,48,42,35
"1253",28,9,50,30,38,41,37
"1254",21,19,55,27,41,43,29
"1255",19,17,46,32,35,44,44
"1256",30,22,46,31,36,41,37
"1257",34,18,52,30,41,41,39
"1258",26,8,55,27,34,48,28
"1259",25,12,50,27,46,41,37
"1260",34,14,55,24,55,41,25
"1261",34,16,49,32,40,44,41
"1262",31,12,56,33,50,44,29
"1263",36,31,58,30,36,41,34
"1264",37,20,48,31,39,40,41
"1265",30,12,54,29,39,46,38
"1266",23,10,57,23,40,40,42
"1267",23,27,53,28,44,44,30
"1268",32,11,56,30,50,49,30
"1269",25,22,56,27,40,44,32
"1270",21,19,52,20,36,43,27
"1271",24,28,52,32,43,45,33
"1272",22,20,60,27,50,45,42
"1273",22,31,52,29,54,48,38
"1274",42,14,52,27,59,42,39
"1275",19,22,53,32,48,45,29
"1276",26,13,55,29,34,36,31
"1277",31,17,55,28,47,44,26
"1278",41,7,52,28,45,42,37
"1279",36,22,57,34,40,39,30
"1280",23,9,53,29,41,40,39
"1281",31,12,48,30,38,43,40
"1282",22,16,51,31,54,43,30
"1283",21,20,52,28,50,43,35
"1284",32,11,49,21,37,42,36
"1285",22,19,59,24,48,35,31
"1286",35,19,51,33,46,42,32
"1287",25,20,56,31,47,36,37
"1288",29,24,53,32,35,38,36
"1289",17,19,54,25,49,42,34
"1290",23,19,55,29,50,45,33
"1291",30,16,51,37,44,38,42
"1292",24,13,57,29,43,44,27
"1293",27,10,51,28,35,39,35
"1294",40,23,49,36,44,38,30
"1295",24,14,54,30,44,45,40
"1296",36,16,48,25,52,47,28
"1297",23,26,53,28,31,36,35
"1298",32,26,59,27,54,45,30
"1299",28,26,55,30,50,37,31
"1300",23,19,49,26,63,44,36
"1301",28,9,53,23,43,43,31
"1302",24,13,50,28,44,37,28
"1303",23,12,54,32,42,42,34
"1304",13,18,45,30,42,43,30
"1305",23,29,54,39,37,43,38
"1306",18,12,50,24,49,53,30
"1307",27,36,47,29,37,41,29
"1308",36,9,55,32,38,44,40
"1309",32,12,49,22,46,47,26
"1310",22,24,46,24,40,47,32
"1311",31,13,53,31,49,41,33
"1312",24,28,49,29,45,42,40
"1313",25,11,54,27,49,41,31
"1314",27,31,52,33,36,46,34
"1315",30,30,49,28,36,47,31
"1316",39,23,48,33,39,42,33
"1317",24,9,53,27,44,44,28
"1318",37,25,55,27,43,39,33
"1319",34,16,49,26,48,41,36
"1320",30,23,51,28,40,47,34
"1321",26,13,47,30,51,46,39
"1322",22,11,56,26,32,47,28
"1323",39,9,55,29,55,48,38
"1324",43,14,52,31,51,41,36
"1325",22,28,55,30,45,43,35
"1326",25,7,56,23,44,38,30
"1327",30,19,49,26,47,44,32
"1328",39,22,58,30,47,46,35
"1329",28,23,52,30,40,37,44
"1330",29,39,53,34,43,42,31
"1331",32,15,46,26,40,37,38
"1332",24,14,55,26,48,48,29
"1333",26,14,50,26,36,42,36
"1334",32,13,50,28,43,37,30
"1335",21,21,51,23,49,47,27
"1336",22,18,55,30,50,45,35
"1337",22,7,54,27,45,43,32
"1338",33,32,48,27,50,41,41
"1339",31,19,54,23,41,34,30
"1340",32,5,56,27,41,35,26
"1341",24,15,47,28,36,43,28
"1342",17,14,59,34,48,39,31
"1343",26,24,58,28,46,39,33
"1344",19,12,56,35,51,46,30
"1345",25,16,50,32,40,46,42
"1346",24,20,51,29,37,41,37
"1347",23,20,62,26,45,40,36
"1348",27,29,51,29,49,39,30
"1349",30,22,60,27,47,41,29
"1350",30,17,54,32,41,45,34
"1351",30,16,52,30,47,40,32
"1352",29,7,49,32,35,40,32
"1353",22,15,58,28,40,39,33
"1354",32,13,51,31,45,42,36
"1355",28,12,55,29,52,44,27
"1356",24,31,54,25,33,45,24
"1357",29,18,48,32,57,44,33
"1358",22,33,56,23,57,38,38
"1359",27,14,55,22,41,42,39
"1360",39,22,52,27,50,38,30
"1361",22,15,52,24,41,38,43
"1362",24,18,57,29,40,39,30
"1363",23,16,55,30,41,44,39
"1364",30,9,53,32,39,41,30
"1365",27,20,47,30,49,38,31
"1366",21,16,58,28,35,46,40
"1367",31,11,46,27,39,44,36
"1368",32,41,50,28,45,44,32
"1369",25,13,53,29,38,46,41
"1370",20,15,49,25,42,40,26
"1371",34,13,50,22,46,47,46
"1372",29,17,51,26,50,39,40
"1373",17,10,52,31,46,50,37
"1374",30,32,53,24,48,42,26
"1375",21,7,53,26,28,42,36
"1376",28,9,50,29,39,45,29
"1377",24,35,50,22,43,37,28
"1378",23,21,57,34,38,50,31
"1379",27,19,54,26,50,42,38
"1380",26,15,50,29,57,41,34
"1381",32,20,44,24,41,42,34
"1382",22,9,50,28,48,49,43
"1383",23,23,49,26,41,40,36
"1384",23,33,52,28,41,44,39
"1385",24,19,50,28,57,43,26
"1386",30,15,53,28,46,51,43
"1387",26,17,48,22,47,38,32
"1388",23,16,51,24,43,36,35
"1389",31,21,47,29,39,43,37
"1390",34,33,50,28,41,44,35
"1391",25,11,46,28,49,48,42
"1392",23,21,53,25,56,45,32
"1393",31,26,50,26,43,42,28
"1394",39,8,57,26,49,42,35
"1395",21,17,55,29,46,39,29
"1396",22,13,53,32,44,36,31
"1397",20,19,52,26,46,37,33
"1398",27,17,57,25,44,38,35
"1399",25,12,48,30,47,40,42
"1400",28,16,55,28,53,43,31
"1401",28,12,56,27,33,43,28
"1402",29,17,55,31,46,45,30
"1403",28,29,49,30,46,38,32
"1404",41,21,53,28,40,43,30
"1405",26,8,44,29,43,42,30
"1406",40,12,56,31,49,44,27
"1407",17,20,52,30,43,40,40
"1408",27,27,49,28,40,45,30
"1409",20,30,56,28,35,42,32
"1410",34,22,63,28,41,44,39
"1411",51,13,47,31,47,46,38
"1412",31,16,56,31,46,42,31
"1413",28,21,55,27,45,45,27
"1414",27,17,57,27,56,52,40
"1415",18,28,57,26,52,43,29
"1416",28,8,58,25,41,47,34
"1417",30,12,59,25,56,41,27
"1418",35,18,55,28,51,45,28
"1419",28,18,58,30,44,47,27
"1420",31,24,50,26,42,40,27
"1421",21,17,53,32,42,39,31
"1422",24,11,47,27,41,42,27
"1423",23,19,48,33,48,45,38
"1424",39,13,60,32,40,45,40
"1425",20,16,51,29,45,44,34
"1426",29,33,54,25,46,42,30
"1427",26,17,48,27,37,51,35
"1428",42,10,47,27,43,43,45
"1429",30,15,51,28,46,39,26
"1430",25,25,50,34,48,42,38
"1431",37,12,53,30,47,39,26
"1432",23,8,51,27,48,41,36
"1433",31,22,52,24,42,46,35
"1434",30,35,51,29,51,42,31
"1435",25,17,50,31,47,49,36
"1436",28,11,58,27,41,43,40
"1437",28,15,48,30,47,41,36
"1438",18,14,50,29,35,43,25
"1439",27,12,59,31,48,39,28
"1440",24,13,49,29,52,41,30
"1441",22,26,52,32,35,39,33
"1442",22,14,53,33,48,41,34
"1443",29,9,61,29,41,39,34
"1444",25,13,49,28,36,43,35
"1445",25,18,53,28,47,44,29
"1446",23,22,57,26,64,43,37
"1447",26,9,55,28,43,46,43
"1448",28,10,46,28,46,39,31
"1449",29,23,52,31,53,48,35
"1450",34,12,44,32,35,43,30
"1451",29,12,52,32,35,41,37
"1452",24,15,49,28,55,44,35
"1453",37,19,54,27,53,41,31
"1454",43,34,58,30,48,43,33
"1455",25,22,48,27,33,40,35
"1456",30,33,47,27,52,47,32
"1457",29,39,53,26,56,44,35
"1458",31,9,53,25,46,36,32
"1459",34,33,49,29,41,45,33
"1460",24,11,54,32,31,46,39
"1461",24,17,51,27,35,40,32
"1462",30,29,49,23,34,43,27
"1463",32,33,48,29,45,44,37
"1464",37,10,56,32,44,42,30
"1465",22,9,51,25,40,40,36
"1466",30,16,47,27,48,42,47
"1467",27,18,47,31,44,45,27
"1468",27,15,47,28,41,38,33
"1469",28,12,57,31,36,44,27
"1470",26,20,52,20,41,44,33
"1471",26,21,53,28,44,43,42
"1472",36,13,54,29,36,40,33
"1473",25,16,49,25,43,40,32
"1474",28,21,52,35,44,37,41
"1475",26,43,48,28,46,41,39
"1476",30,17,54,31,51,37,31
"1477",30,10,54,29,45,39,33
"1478",33,24,49,32,46,37,31
"1479",20,22,49,27,47,43,37
"1480",24,20,52,29,55,40,33
"1481",22,22,52,26,51,45,28
"1482",19,19,51,26,50,49,25
"1483",26,20,59,29,29,44,35
"1484",40,13,58,27,45,42,38
"1485",26,24,53,23,46,46,46
"1486",34,22,56,29,46,38,39
"1487",36,8,49,26,37,43,34
"1488",24,28,53,28,46,40,35
"1489",28,11,58,29,44,40,34
"1490",36,20,56,25,44,44,37
"1491",24,13,55,23,51,44,36
"1492",23,34,52,30,46,41,30
"1493",31,16,60,29,49,42,33
"1494",25,18,56,27,54,35,33
"1495",21,20,53,29,36,42,34
"1496",25,15,50,31,33,37,36
"1497",23,5,46,24,51,42,37
"1498",22,18,55,26,45,46,34
"1499",35,21,47,24,45,44,33
"1500",23,13,53,23,39,43,41
"1501",34,20,52,24,31,39,45
"1502",32,20,54,25,34,44,36
"1503",21,19,56,27,42,48,34
"1504",17,15,56,31,37,41,32
"1505",30,28,47,31,41,45,34
"1506",37,14,51,31,40,41,30
"1507",21,20,52,29,41,43,28
"1508",24,23,50,33,38,43,27
"1509",36,18,55,27,47,40,34
"1510",24,12,55,33,49,41,26
"1511",18,16,54,29,30,39,34
"1512",34,22,56,34,36,44,33
"1513",20,18,55,32,53,43,29
"1514",25,27,60,29,27,39,32
"1515",27,40,50,27,40,44,33
"1516",41,24,51,25,52,53,32
"1517",26,16,59,31,42,43,28
"1518",30,12,54,22,34,39,38
"1519",22,27,50,34,39,48,33
"1520",16,14,54,26,49,48,37
"1521",27,27,58,26,51,47,39
"1522",33,14,54,29,57,43,39
"1523",28,30,50,28,63,43,32
"1524",31,13,56,26,45,44,33
"1525",25,10,58,28,55,42,38
"1526",19,8,54,25,48,46,34
"1527",25,11,48,26,53,46,37
"1528",29,14,48,31,35,48,32
"1529",24,17,55,29,35,40,33
"1530",29,11,53,26,47,42,33
"1531",23,11,50,28,45,41,33
"1532",29,11,49,27,44,39,27
"1533",28,16,49,27,56,44,35
"1534",36,18,51,26,30,39,31
"1535",21,10,54,21,39,44,28
"1536",38,18,56,29,46,44,31
"1537",20,17,52,25,46,42,28
"1538",25,14,51,32,41,41,33
"1539",26,19,55,30,50,36,33
"1540",29,22,55,29,44,38,31
"1541",26,32,50,30,59,39,27
"1542",34,18,49,27,41,43,38
"1543",23,20,51,25,38,39,36
"1544",23,25,55,26,43,40,35
"1545",24,17,53,26,40,42,38
"1546",34,11,58,32,36,40,30
"1547",33,20,53,27,36,43,32
"1548",43,8,47,33,33,42,32
"1549",32,38,46,29,53,44,38
"1550",17,31,54,30,54,41,26
"1551",29,17,52,31,40,47,37
"1552",27,19,60,29,52,46,47
"1553",19,14,48,27,43,44,29
"1554",23,13,57,23,48,50,30
"1555",26,22,52,24,37,36,26
"1556",36,26,52,28,42,47,31
"1557",29,21,55,30,46,44,27
"1558",19,12,51,30,36,44,34
"1559",17,13,55,28,43,37,33
"1560",27,10,62,32,40,34,32
"1561",33,24,54,31,40,39,29
"1562",25,17,54,26,42,45,27
"1563",40,15,56,38,52,42,34
"1564",18,31,55,32,51,41,38
"1565",28,12,51,21,49,42,30
"1566",31,4,66,27,63,47,36
"1567",25,13,59,33,54,39,30
"1568",28,18,56,30,48,36,38
"1569",30,19,54,29,43,47,32
"1570",31,8,52,30,57,42,33
"1571",36,20,47,29,38,40,21
"1572",27,13,53,29,44,48,30
"1573",22,16,53,24,56,43,30
"1574",31,16,46,24,34,42,42
"1575",34,31,55,25,38,47,29
"1576",39,32,47,27,39,40,32
"1577",31,23,52,25,48,42,38
"1578",24,19,54,27,34,42,30
"1579",33,28,59,28,45,47,45
"1580",17,17,52,26,50,37,32
"1581",35,16,49,30,36,43,42
"1582",29,19,52,33,36,42,31
"1583",24,25,49,24,47,42,34
"1584",22,15,49,24,26,43,27
"1585",24,26,48,24,45,37,28
"1586",24,23,52,29,46,39,39
"1587",27,14,53,27,37,41,31
"1588",14,8,53,28,37,44,30
"1589",23,27,53,22,48,44,34
"1590",25,18,56,30,34,41,39
"1591",21,12,53,27,44,43,34
"1592",36,23,46,25,51,43,39
"1593",19,40,51,36,38,39,38
"1594",31,20,49,33,49,36,33
"1595",29,24,61,25,37,36,38
"1596",23,19,49,26,36,39,31
"1597",32,20,43,28,58,38,34
"1598",32,15,59,27,44,40,43
"1599",21,20,49,31,46,41,38
