"","v csk","v dc","v kxip","v kkr","v mi","v rr","v srh"
"8711",27,9,52,29,56,46,35
"8712",37,18,50,24,47,34,37
"8713",30,12,51,23,44,39,41
"8714",29,15,52,24,40,40,36
"8715",26,26,52,26,34,43,32
"8716",25,17,54,33,39,45,30
"8717",25,14,49,27,49,35,35
"8718",28,26,43,25,46,34,31
"8719",23,34,59,32,48,40,40
"8720",28,17,56,25,53,32,46
"8721",27,11,52,34,42,50,39
"8722",31,21,53,29,53,36,26
"8723",21,22,53,29,45,42,31
"8724",22,18,47,30,60,39,40
"8725",48,16,61,32,38,39,33
"8726",25,12,59,31,50,40,37
"8727",29,8,55,28,53,34,32
"8728",31,11,52,25,32,38,34
"8729",27,32,49,32,46,45,30
"8730",26,23,54,31,49,45,41
"8731",26,16,53,32,51,47,32
"8732",38,8,51,25,62,41,30
"8733",32,11,53,30,46,41,31
"8734",37,17,56,24,41,45,37
"8735",33,17,47,26,42,41,37
"8736",27,19,51,27,47,43,40
"8737",23,12,56,25,41,46,36
"8738",15,10,51,28,39,41,37
"8739",21,20,53,25,37,40,30
"8740",33,23,56,24,37,47,34
"8741",24,16,56,30,44,46,36
"8742",36,15,55,19,36,42,30
"8743",24,15,51,26,35,43,34
"8744",37,14,51,36,48,40,23
"8745",27,21,57,30,45,42,34
"8746",20,25,54,27,35,48,35
"8747",39,21,53,29,45,43,44
"8748",29,20,52,32,54,43,29
"8749",33,11,56,34,26,44,31
"8750",18,16,56,25,42,44,37
"8751",23,8,53,26,46,42,28
"8752",26,9,57,28,38,41,32
"8753",34,22,62,27,39,49,33
"8754",32,20,48,29,53,38,35
"8755",27,14,55,32,43,44,28
"8756",23,20,55,26,51,48,40
"8757",23,13,52,25,47,39,33
"8758",40,15,48,30,46,41,32
"8759",33,12,54,27,36,39,35
"8760",24,28,55,27,41,43,32
"8761",21,15,55,28,54,49,33
"8762",39,21,52,28,36,43,32
"8763",25,9,58,28,45,40,36
"8764",26,27,58,31,47,41,38
"8765",32,8,50,29,43,44,27
"8766",29,20,57,26,31,41,31
"8767",23,34,52,28,48,44,36
"8768",29,24,55,33,43,41,30
"8769",28,14,52,26,43,44,35
"8770",20,32,49,28,52,39,31
"8771",24,21,50,26,43,40,31
"8772",33,7,47,34,67,38,39
"8773",25,20,47,28,37,45,34
"8774",27,23,55,30,39,45,37
"8775",28,23,53,28,39,38,33
"8776",28,22,57,27,47,39,31
"8777",33,14,50,28,45,51,34
"8778",34,22,54,29,46,35,34
"8779",32,15,48,31,54,36,44
"8780",27,10,52,28,43,41,33
"8781",29,27,48,26,58,40,31
"8782",26,21,57,38,66,42,36
"8783",28,22,58,33,32,43,35
"8784",27,35,59,29,29,42,35
"8785",26,26,47,29,50,42,32
"8786",49,11,49,30,47,45,28
"8787",23,9,58,30,48,44,32
"8788",24,19,55,28,38,45,33
"8789",32,19,56,26,40,44,38
"8790",28,15,54,28,35,43,40
"8791",38,24,52,31,54,44,37
"8792",20,17,52,34,33,39,21
"8793",24,20,53,29,58,37,33
"8794",36,16,48,28,36,38,27
"8795",21,8,54,28,55,46,32
"8796",25,15,52,28,39,45,25
"8797",27,22,52,31,42,44,32
"8798",26,22,53,24,45,37,30
"8799",24,15,55,33,43,39,34
"8800",35,17,49,24,47,42,34
"8801",29,29,53,28,51,39,31
"8802",25,14,53,26,40,42,42
"8803",35,17,53,29,33,43,37
"8804",33,14,51,28,50,48,31
"8805",23,11,51,27,50,37,41
"8806",31,8,50,29,51,45,33
"8807",25,19,54,22,58,46,27
"8808",32,19,50,27,49,33,34
"8809",19,19,54,28,70,46,35
"8810",22,17,55,31,41,45,46
"8811",37,11,52,25,60,42,35
"8812",29,15,50,33,25,36,39
"8813",27,12,55,27,47,39,40
"8814",25,24,49,30,42,35,34
"8815",30,19,52,24,36,40,29
"8816",28,11,56,30,54,34,35
"8817",24,39,61,26,38,37,34
"8818",23,15,48,31,34,43,35
"8819",37,21,56,31,64,38,37
"8820",29,19,53,28,46,42,29
"8821",25,15,49,29,47,44,31
"8822",45,15,59,34,46,45,37
"8823",23,15,49,30,56,41,28
"8824",22,8,53,28,40,42,33
"8825",37,26,57,28,34,39,34
"8826",36,26,58,27,52,47,32
"8827",18,18,56,31,44,39,29
"8828",30,13,52,31,46,46,30
"8829",28,10,59,33,47,48,31
"8830",34,7,55,27,48,37,29
"8831",25,13,51,27,47,33,33
"8832",31,20,53,24,40,46,37
"8833",26,17,50,30,53,41,31
"8834",27,15,48,23,40,41,34
"8835",27,14,54,27,31,40,35
"8836",39,12,50,29,50,38,31
"8837",24,10,51,26,43,43,27
"8838",24,14,52,28,37,44,29
"8839",29,18,44,27,38,41,29
"8840",29,18,51,32,46,43,37
"8841",35,10,49,29,49,38,42
"8842",28,15,55,30,50,44,32
"8843",28,24,52,27,39,41,37
"8844",26,22,54,26,50,40,31
"8845",34,33,47,31,48,40,30
"8846",37,6,46,29,40,43,35
"8847",35,40,47,20,48,38,33
"8848",33,15,50,21,43,41,33
"8849",29,10,54,30,52,40,37
"8850",34,22,55,28,56,43,28
"8851",21,14,54,34,48,50,36
"8852",19,15,53,33,48,43,36
"8853",26,17,51,32,51,39,31
"8854",23,19,51,29,45,40,33
"8855",26,13,47,27,56,41,36
"8856",31,17,48,33,45,41,28
"8857",21,23,52,25,43,39,33
"8858",27,20,54,21,43,40,40
"8859",35,7,59,28,33,47,32
"8860",33,19,49,28,39,40,31
"8861",28,23,52,24,52,38,32
"8862",21,12,50,25,51,48,35
"8863",23,15,53,32,36,42,43
"8864",23,11,46,27,38,40,35
"8865",26,9,50,31,45,41,24
"8866",31,25,55,27,48,44,32
"8867",29,20,49,35,58,44,36
"8868",38,24,56,29,39,41,32
"8869",41,20,50,35,35,46,27
"8870",25,16,52,28,41,40,32
"8871",35,21,53,28,40,43,31
"8872",33,15,61,24,56,45,26
"8873",25,19,55,26,44,38,38
"8874",24,25,54,25,54,48,36
"8875",32,12,54,31,57,42,29
"8876",19,12,49,24,47,39,30
"8877",25,18,51,25,46,40,28
"8878",30,12,54,25,64,40,27
"8879",32,15,53,30,35,41,24
"8880",29,13,53,29,51,39,39
"8881",30,9,49,28,34,37,31
"8882",27,13,51,26,35,41,32
"8883",29,18,51,30,55,38,39
"8884",32,29,58,28,48,38,35
"8885",25,34,54,25,59,45,35
"8886",26,6,58,26,56,44,44
"8887",25,11,50,26,52,43,39
"8888",34,26,50,26,44,41,33
"8889",20,13,55,33,53,42,47
"8890",23,28,47,37,57,44,35
"8891",25,17,46,30,38,42,26
"8892",22,15,58,27,47,41,30
"8893",24,22,54,24,60,41,34
"8894",27,21,51,24,32,41,27
"8895",27,23,51,30,56,46,27
"8896",26,15,54,25,43,39,26
"8897",26,28,55,26,32,48,31
"8898",29,14,61,28,39,38,35
"8899",29,20,53,27,46,45,35
"8900",27,21,51,35,41,41,29
"8901",23,18,56,30,47,38,32
"8902",17,20,55,29,36,42,35
"8903",18,24,46,25,44,45,33
"8904",23,14,49,31,54,40,35
"8905",35,14,55,30,44,38,40
"8906",35,22,46,29,48,42,34
"8907",33,14,52,23,53,40,35
"8908",30,8,51,29,48,49,38
"8909",25,11,58,31,41,39,26
"8910",30,23,55,28,64,38,35
"8911",30,24,48,25,39,45,33
"8912",22,22,53,30,42,44,38
"8913",25,25,55,23,42,48,27
"8914",31,29,49,30,39,43,26
"8915",22,21,50,32,45,42,38
"8916",29,35,47,27,46,49,31
"8917",23,14,59,29,35,40,47
"8918",22,13,58,24,41,36,45
"8919",20,10,55,35,36,41,33
"8920",25,22,54,31,31,38,38
"8921",31,17,53,21,35,39,29
"8922",28,27,56,31,37,42,33
"8923",18,10,57,33,33,36,32
"8924",31,14,49,26,35,44,34
"8925",41,18,56,26,45,36,35
"8926",34,8,51,32,53,43,32
"8927",40,27,53,34,53,43,36
"8928",29,18,59,23,33,33,31
"8929",28,25,58,33,46,49,37
"8930",23,11,49,25,56,42,37
"8931",21,11,49,27,35,44,34
"8932",24,15,55,37,50,52,33
"8933",29,17,58,23,32,38,30
"8934",28,20,52,33,39,42,41
"8935",24,19,50,30,30,47,26
"8936",27,12,43,27,35,46,32
"8937",26,4,54,28,34,45,37
"8938",27,17,55,31,40,45,33
"8939",27,13,54,26,42,39,35
"8940",32,18,48,33,40,39,36
"8941",21,18,57,31,46,40,31
"8942",27,9,54,31,45,38,39
"8943",28,10,50,30,45,47,28
"8944",23,18,56,32,59,43,30
"8945",29,19,56,24,36,42,35
"8946",25,19,47,23,27,43,36
"8947",19,13,53,31,44,38,33
"8948",33,19,53,28,35,41,27
"8949",38,7,53,30,54,43,32
"8950",31,14,54,27,40,45,37
"8951",19,10,55,35,36,40,40
"8952",29,14,54,26,50,43,35
"8953",24,23,52,30,44,46,31
"8954",28,10,64,30,57,44,43
"8955",29,18,54,34,39,38,32
"8956",23,11,52,28,58,45,30
"8957",19,15,49,37,52,42,34
"8958",20,11,57,29,40,40,34
"8959",33,15,54,32,44,41,28
"8960",25,17,57,30,40,37,36
"8961",34,33,50,32,53,43,46
"8962",37,19,57,30,46,40,41
"8963",34,19,53,31,35,40,34
"8964",26,19,50,30,39,34,32
"8965",34,27,58,31,43,42,41
"8966",37,20,57,29,50,33,36
"8967",27,15,53,33,46,46,37
"8968",26,19,48,29,30,34,39
"8969",24,21,54,29,49,42,37
"8970",29,18,48,29,44,45,33
"8971",29,8,47,27,48,44,28
"8972",17,16,46,25,54,40,30
"8973",26,18,56,21,46,41,33
"8974",29,43,51,26,37,45,30
"8975",25,25,50,22,46,46,33
"8976",33,20,51,29,48,45,45
"8977",24,12,59,25,46,46,36
"8978",22,9,48,37,37,41,31
"8979",19,12,54,24,37,44,36
"8980",22,24,50,32,41,47,33
"8981",22,8,57,24,45,40,33
"8982",21,27,54,30,46,45,34
"8983",22,24,48,27,50,44,39
"8984",36,22,51,33,45,32,29
"8985",31,18,49,31,43,31,29
"8986",33,24,52,26,43,46,30
"8987",37,24,52,33,45,41,31
"8988",15,16,50,30,41,37,33
"8989",19,19,48,24,42,37,35
"8990",27,13,51,27,52,45,35
"8991",26,36,50,30,37,43,35
"8992",31,7,51,31,46,46,30
"8993",36,13,50,32,32,44,41
"8994",29,18,55,25,38,42,34
"8995",25,17,49,30,53,44,37
"8996",31,24,47,32,50,41,38
"8997",33,20,50,27,37,48,33
"8998",39,20,44,25,43,42,39
"8999",19,17,53,27,46,31,32
"9000",30,17,48,24,34,39,39
"9001",32,19,53,26,53,43,25
"9002",30,11,53,25,39,46,39
"9003",26,9,55,23,39,45,36
"9004",28,13,55,35,47,44,34
"9005",21,20,47,29,42,42,34
"9006",25,17,45,27,55,41,29
"9007",32,18,52,30,35,40,42
"9008",32,8,53,28,31,41,28
"9009",25,11,48,37,56,39,40
"9010",26,12,51,25,46,42,29
"9011",28,12,49,24,44,50,37
"9012",20,22,52,28,60,40,37
"9013",35,20,54,32,44,37,33
"9014",24,19,51,30,48,42,35
"9015",31,15,52,33,44,42,32
"9016",20,14,45,26,58,41,39
"9017",31,27,51,30,52,46,35
"9018",32,22,54,22,56,45,33
"9019",30,11,47,30,42,43,34
"9020",17,15,50,29,38,37,37
"9021",26,24,50,32,34,41,29
"9022",25,9,53,30,50,40,31
"9023",26,25,55,25,38,38,36
"9024",35,12,58,28,41,46,40
"9025",21,23,56,35,53,46,29
"9026",24,6,54,30,44,42,33
"9027",29,14,55,25,34,38,35
"9028",28,21,55,29,45,43,39
"9029",22,39,54,28,31,45,29
"9030",32,17,57,28,33,46,29
"9031",39,29,54,26,46,42,26
"9032",20,17,55,31,39,38,38
"9033",31,6,58,26,57,46,27
"9034",29,20,59,26,35,44,35
"9035",29,27,56,24,42,45,32
"9036",33,19,49,28,55,44,31
"9037",25,12,52,27,47,43,34
"9038",25,21,56,24,47,40,35
"9039",32,11,55,34,46,37,46
"9040",21,6,58,28,41,38,35
"9041",29,14,53,30,38,44,27
"9042",32,22,55,25,45,44,40
"9043",36,17,49,24,48,37,26
"9044",35,17,56,33,38,41,26
"9045",27,20,48,31,42,45,38
"9046",32,26,52,28,42,45,30
"9047",19,9,49,30,59,45,33
"9048",30,20,50,36,43,42,29
"9049",27,28,49,30,42,42,31
"9050",22,15,49,33,54,40,30
"9051",21,16,50,24,57,39,30
"9052",19,12,54,25,40,44,30
"9053",26,16,52,28,39,41,24
"9054",28,17,47,29,41,36,36
"9055",19,11,64,30,38,44,36
"9056",36,22,46,29,38,40,30
"9057",28,7,60,23,39,38,29
"9058",20,13,56,25,54,43,36
"9059",18,10,55,28,54,39,37
"9060",27,19,48,31,32,42,33
"9061",30,14,59,28,55,36,34
"9062",27,18,49,30,42,44,40
"9063",15,11,53,29,47,44,30
"9064",40,19,51,27,48,46,33
"9065",28,15,56,28,29,34,38
"9066",26,10,56,29,43,38,37
"9067",31,28,57,32,46,42,33
"9068",30,13,51,27,43,42,31
"9069",34,18,57,30,46,37,40
"9070",42,34,54,31,43,49,29
"9071",30,43,55,33,38,41,28
"9072",26,27,51,27,44,38,30
"9073",27,19,54,23,47,37,44
"9074",21,14,52,26,63,44,32
"9075",34,14,53,29,36,38,32
"9076",28,15,53,27,65,41,35
"9077",36,16,53,27,38,43,32
"9078",25,32,56,31,44,46,35
"9079",25,35,54,23,37,40,38
"9080",32,21,46,30,39,43,24
"9081",30,10,58,32,36,46,31
"9082",35,9,50,24,41,47,29
"9083",30,11,56,29,43,45,26
"9084",31,12,56,26,44,38,29
"9085",16,17,52,28,52,50,32
"9086",18,16,55,33,49,39,32
"9087",25,19,53,26,42,42,32
"9088",35,14,56,30,42,39,31
"9089",24,23,55,33,50,42,31
"9090",22,9,50,27,51,38,30
"9091",30,18,50,32,56,42,33
"9092",19,15,53,30,40,45,26
"9093",25,15,56,35,53,42,43
"9094",34,22,50,24,41,39,27
"9095",28,28,48,31,47,46,33
"9096",35,20,46,24,42,38,37
"9097",32,9,53,29,43,37,37
"9098",42,12,47,27,55,38,39
"9099",20,19,55,26,49,43,30
"9100",28,26,45,32,45,46,37
"9101",25,20,48,27,61,43,29
"9102",19,10,53,27,60,38,32
"9103",39,9,53,27,44,39,33
"9104",31,13,53,23,51,45,36
"9105",22,22,53,27,36,44,27
"9106",22,18,56,30,54,47,30
"9107",26,17,49,30,49,40,30
"9108",29,25,60,29,49,40,34
"9109",29,15,53,27,34,35,37
"9110",29,25,57,30,34,43,35
"9111",23,12,48,26,55,45,43
"9112",27,35,54,32,52,38,30
"9113",20,23,51,31,54,43,33
"9114",29,14,57,29,37,47,30
"9115",26,24,56,26,46,38,34
"9116",41,13,53,28,53,38,29
"9117",27,34,48,31,38,43,32
"9118",28,18,51,27,40,43,39
"9119",23,14,55,31,48,37,35
"9120",22,17,53,31,35,40,36
"9121",35,12,52,32,48,39,36
"9122",25,13,54,31,45,43,25
"9123",29,33,58,28,46,39,36
"9124",29,25,54,32,42,44,32
"9125",28,14,52,23,40,47,39
"9126",18,20,52,22,54,40,32
"9127",24,14,52,27,44,37,37
"9128",41,20,53,24,46,41,41
"9129",23,14,60,29,39,40,27
"9130",26,13,47,26,44,34,31
"9131",35,21,51,31,49,43,32
"9132",28,13,51,26,36,46,36
"9133",27,19,49,30,53,39,35
"9134",23,19,59,28,43,46,27
"9135",28,19,54,28,39,39,32
"9136",22,22,48,26,53,40,39
"9137",28,12,54,24,46,40,40
"9138",36,24,53,29,43,44,41
"9139",26,31,50,29,37,44,32
"9140",36,19,47,29,58,38,31
"9141",25,9,59,34,48,47,26
"9142",20,12,50,28,37,37,33
"9143",29,9,52,22,43,42,44
"9144",30,12,49,26,69,39,37
"9145",23,30,56,35,40,40,32
"9146",27,17,53,31,44,43,32
"9147",22,10,50,27,37,44,38
"9148",28,11,54,30,52,38,36
"9149",31,16,57,35,30,50,39
"9150",22,18,56,33,53,41,34
"9151",41,17,54,37,38,46,40
"9152",28,22,57,33,54,43,42
"9153",21,11,55,23,36,43,40
"9154",30,17,52,33,36,40,33
"9155",35,16,45,22,43,43,32
"9156",26,18,48,28,44,41,30
"9157",23,24,48,28,36,46,35
"9158",31,28,53,27,49,45,31
"9159",31,28,55,26,34,46,27
"9160",31,9,54,29,60,39,36
"9161",27,16,59,31,35,49,32
"9162",28,12,58,30,48,47,36
"9163",28,16,56,27,39,42,29
"9164",31,13,55,29,49,43,35
"9165",29,30,51,25,45,46,35
"9166",24,16,55,26,37,37,28
"9167",23,12,54,33,45,42,32
"9168",19,22,56,29,35,48,36
"9169",30,13,52,28,39,34,35
"9170",23,17,52,26,40,50,29
"9171",25,8,50,34,54,38,24
"9172",33,19,54,28,41,46,29
"9173",35,16,51,26,42,38,38
"9174",26,19,52,32,42,49,37
"9175",27,11,53,31,34,43,33
"9176",30,10,57,28,42,40,40
"9177",36,21,52,24,47,38,30
"9178",32,17,49,28,40,43,36
"9179",37,41,50,26,47,47,39
"9180",32,24,56,28,47,44,31
"9181",23,22,52,32,45,45,42
"9182",23,20,50,29,47,36,27
"9183",36,16,56,25,51,41,27
"9184",23,14,63,31,50,55,36
"9185",25,18,55,29,29,38,30
"9186",22,15,49,26,40,40,31
"9187",21,18,55,29,39,44,38
"9188",31,10,50,26,52,40,28
"9189",27,28,51,25,50,40,31
"9190",34,18,54,26,42,46,37
"9191",27,9,54,32,38,39,29
"9192",30,19,55,27,42,37,29
"9193",29,16,54,29,56,48,33
"9194",24,17,53,29,35,48,32
"9195",23,18,47,32,34,39,33
"9196",37,16,52,27,38,41,33
"9197",38,23,60,23,33,41,27
"9198",29,25,55,27,46,35,29
"9199",31,14,55,25,38,42,30
"9200",34,23,52,29,51,47,33
"9201",17,23,48,27,42,50,35
"9202",33,13,60,24,42,42,27
"9203",26,25,51,26,46,46,34
"9204",31,8,57,33,41,43,39
"9205",27,18,50,26,41,41,26
"9206",26,37,58,28,47,50,36
"9207",26,11,53,25,49,39,28
"9208",18,16,57,33,49,42,48
"9209",28,25,51,35,41,44,30
"9210",28,24,54,29,39,39,39
"9211",41,27,53,29,52,36,29
"9212",26,21,53,29,44,42,26
"9213",23,24,48,27,40,38,31
"9214",28,13,57,27,57,45,36
"9215",30,16,58,28,52,35,32
"9216",22,22,50,22,32,42,34
"9217",23,14,50,34,66,41,31
"9218",20,35,55,26,48,41,36
"9219",20,15,46,31,46,36,28
"9220",31,14,54,32,65,40,34
"9221",34,24,52,26,39,42,42
"9222",25,10,49,25,44,54,40
"9223",33,10,57,26,38,45,37
"9224",24,14,48,29,47,45,32
"9225",25,29,54,28,45,40,28
"9226",25,22,47,30,51,41,35
"9227",27,10,51,30,44,42,34
"9228",25,13,47,28,39,37,35
"9229",28,8,52,27,41,38,28
"9230",31,26,59,25,33,47,25
"9231",26,9,48,25,55,44,22
"9232",33,16,52,28,32,36,33
"9233",27,15,45,31,51,42,29
"9234",18,9,49,27,32,42,37
"9235",27,18,52,29,45,45,31
"9236",24,28,46,28,44,41,42
"9237",37,21,50,29,52,48,33
"9238",19,23,53,27,30,47,34
"9239",30,26,51,27,52,37,35
"9240",21,23,49,27,38,40,28
"9241",31,32,55,22,48,43,40
"9242",30,15,48,28,54,50,45
"9243",23,26,53,29,46,37,30
"9244",25,19,43,31,48,43,28
"9245",21,23,53,24,49,47,38
"9246",22,18,54,23,46,44,35
"9247",25,28,52,32,45,41,34
"9248",29,21,55,31,64,45,34
"9249",27,8,59,29,38,47,34
"9250",38,18,55,25,31,47,26
"9251",27,18,59,29,45,41,44
"9252",27,28,62,30,37,43,37
"9253",19,24,55,32,49,46,30
"9254",32,28,62,31,41,40,28
"9255",18,22,50,31,53,39,37
"9256",30,20,51,31,48,43,31
"9257",36,14,55,32,53,38,40
"9258",25,14,51,30,48,36,35
"9259",22,13,55,22,50,45,32
"9260",22,26,54,24,48,39,30
"9261",21,24,62,25,42,42,32
"9262",39,10,50,29,42,46,41
"9263",33,12,54,31,43,45,37
"9264",30,16,58,29,44,39,33
"9265",34,13,53,30,45,39,46
"9266",26,16,51,30,51,38,34
"9267",24,14,51,31,37,46,34
"9268",32,19,53,29,37,42,24
"9269",27,13,53,32,47,34,38
"9270",30,12,51,30,48,37,39
"9271",30,15,50,27,38,37,35
"9272",25,14,50,27,39,40,26
"9273",35,17,49,25,39,46,25
"9274",32,22,56,28,39,43,47
"9275",25,17,51,21,42,45,37
"9276",31,32,50,28,59,45,27
"9277",33,38,54,32,43,44,29
"9278",20,14,53,30,57,44,31
"9279",26,15,54,31,41,42,32
"9280",19,22,52,27,50,42,30
"9281",32,21,44,35,49,44,36
"9282",30,15,46,26,44,42,41
"9283",32,12,47,29,39,48,36
"9284",31,19,50,35,50,43,29
"9285",28,21,51,26,51,40,31
"9286",27,13,52,32,33,43,37
"9287",25,9,51,29,38,38,51
"9288",22,13,56,31,57,43,30
"9289",36,17,45,25,36,42,26
"9290",37,13,48,33,36,40,31
"9291",23,15,49,29,39,39,37
"9292",25,15,50,30,48,48,30
"9293",37,17,53,25,52,37,33
"9294",30,15,47,29,41,42,31
"9295",27,14,58,25,27,42,35
"9296",29,29,45,27,51,42,27
"9297",19,13,55,25,41,47,39
"9298",43,22,61,30,39,39,39
"9299",26,15,55,24,49,43,29
"9300",22,26,57,25,44,45,34
"9301",25,20,60,25,49,50,44
"9302",29,15,58,20,50,43,31
"9303",23,10,50,26,56,42,33
"9304",25,6,54,33,53,41,30
"9305",35,17,53,26,43,50,34
"9306",34,12,58,30,40,44,42
"9307",17,7,50,30,46,48,43
"9308",34,14,57,30,43,45,30
"9309",37,16,49,31,39,44,36
"9310",32,14,57,26,45,43,27
"9311",36,8,53,29,50,39,37
"9312",26,15,48,30,46,45,34
"9313",20,18,54,27,33,42,45
"9314",19,14,46,29,34,33,34
"9315",29,15,52,28,45,35,25
"9316",24,11,48,23,48,44,28
"9317",33,11,61,34,48,44,31
"9318",34,9,51,34,43,41,34
"9319",27,18,51,26,48,42,27
"9320",28,10,56,28,31,43,40
"9321",27,19,53,20,38,42,32
"9322",22,17,52,27,40,43,31
"9323",31,14,49,29,50,37,38
"9324",32,10,51,28,52,41,33
"9325",34,14,54,25,41,43,38
"9326",32,14,56,27,45,41,35
"9327",19,4,56,27,52,41,36
"9328",37,10,54,22,40,39,36
"9329",28,10,51,32,48,32,36
"9330",21,16,55,28,47,38,38
"9331",24,12,60,27,40,37,38
"9332",28,23,52,29,46,47,29
"9333",32,18,56,24,48,47,36
"9334",23,15,47,25,44,43,32
"9335",43,24,57,30,48,42,28
"9336",28,17,54,32,46,41,36
"9337",29,11,56,27,42,46,29
"9338",28,8,48,23,59,48,33
"9339",23,15,51,30,44,45,38
"9340",34,14,56,27,34,41,27
"9341",19,15,55,29,43,41,29
"9342",32,19,50,31,33,37,35
"9343",25,8,51,29,37,44,30
"9344",22,20,61,29,37,51,34
"9345",24,18,55,28,39,43,39
"9346",26,20,55,30,36,37,45
"9347",24,15,53,24,37,41,45
"9348",35,15,55,31,45,49,37
"9349",33,20,57,29,47,38,30
"9350",26,9,50,24,47,39,27
"9351",32,18,48,24,51,40,43
"9352",24,15,56,27,34,43,31
"9353",40,12,52,28,49,42,34
"9354",14,12,62,26,35,40,32
"9355",29,26,53,24,33,46,32
"9356",21,18,55,24,47,37,31
"9357",27,21,55,22,40,41,30
"9358",31,16,53,32,42,43,30
"9359",37,25,55,28,51,41,31
"9360",34,23,49,33,57,42,29
"9361",31,14,54,36,55,40,31
"9362",24,10,60,26,45,36,35
"9363",28,26,50,27,39,44,36
"9364",26,18,55,29,39,41,30
"9365",21,19,58,30,41,46,30
"9366",22,18,51,22,35,47,38
"9367",24,29,51,28,62,39,32
"9368",34,18,56,31,47,38,34
"9369",40,12,59,30,40,36,38
"9370",30,24,56,28,38,42,37
"9371",34,20,50,20,44,43,32
"9372",23,17,47,28,50,43,33
"9373",29,19,50,29,30,47,40
"9374",29,23,52,30,33,40,29
"9375",32,14,51,21,37,46,28
"9376",28,26,56,29,39,36,32
"9377",31,24,49,24,50,39,33
"9378",21,35,51,31,38,39,29
"9379",36,21,49,30,44,48,33
"9380",29,5,52,30,41,43,29
"9381",37,12,53,22,43,37,43
"9382",24,22,59,23,59,43,25
"9383",33,12,52,32,48,37,36
"9384",31,10,53,26,45,43,34
"9385",31,22,55,31,43,47,26
"9386",17,16,49,23,37,37,36
"9387",27,18,52,27,38,39,28
"9388",20,18,51,30,60,39,34
"9389",25,20,54,28,55,43,36
"9390",25,11,51,27,49,43,25
"9391",25,24,54,24,50,49,38
"9392",18,10,48,28,50,39,30
"9393",25,10,53,28,47,43,28
"9394",21,15,52,27,39,45,27
"9395",32,15,57,22,39,46,32
"9396",31,14,55,25,43,43,41
"9397",29,15,52,31,55,43,32
"9398",31,18,50,25,43,37,36
"9399",25,15,52,24,58,43,37
"9400",38,30,46,29,33,47,32
"9401",20,11,50,31,38,42,37
"9402",33,14,52,29,47,40,39
"9403",33,26,50,32,43,46,33
"9404",32,16,51,27,32,48,40
"9405",39,21,58,22,49,41,29
"9406",20,28,50,29,42,40,29
"9407",29,16,60,26,48,39,30
"9408",29,8,53,28,41,40,42
"9409",26,8,58,34,42,42,42
"9410",31,13,46,27,31,41,38
"9411",28,24,51,31,35,40,33
"9412",21,5,47,22,38,36,36
"9413",48,29,48,31,40,45,36
"9414",38,14,59,28,47,41,43
"9415",29,18,49,27,44,37,31
"9416",21,20,49,28,50,38,31
"9417",30,23,53,28,35,47,29
"9418",25,14,59,29,47,44,34
"9419",32,11,53,31,41,39,38
"9420",30,10,49,29,43,48,34
"9421",21,26,53,28,40,43,37
"9422",30,15,56,26,40,43,29
"9423",34,7,51,32,39,40,26
"9424",27,13,56,32,54,36,36
"9425",35,24,51,26,55,42,31
"9426",21,18,60,28,33,43,34
"9427",30,24,58,31,30,46,37
"9428",23,15,53,24,47,42,39
"9429",31,16,48,22,47,45,40
"9430",36,18,53,26,49,43,35
"9431",30,11,55,31,48,43,39
"9432",28,30,47,26,38,45,26
"9433",22,15,56,24,36,45,39
"9434",27,11,50,26,46,39,31
"9435",34,16,55,31,32,36,28
"9436",33,19,56,28,69,33,39
"9437",18,18,59,29,65,42,35
"9438",35,40,52,32,55,44,37
"9439",25,17,49,29,48,40,33
"9440",26,10,55,30,49,40,32
"9441",23,13,53,29,48,36,40
"9442",22,17,51,29,39,46,34
"9443",38,25,52,27,41,38,18
"9444",21,14,52,26,55,41,33
"9445",26,27,51,22,43,40,30
"9446",28,10,54,29,44,46,32
"9447",25,18,50,29,34,39,32
"9448",29,24,46,29,41,38,35
"9449",25,27,56,30,50,38,30
"9450",29,15,54,24,40,39,26
"9451",24,11,50,34,39,32,39
"9452",24,12,53,27,49,35,35
"9453",23,14,54,24,39,38,27
"9454",22,17,54,25,42,44,32
"9455",25,8,53,27,49,42,38
"9456",23,16,51,34,45,46,35
"9457",34,24,48,22,46,44,40
"9458",32,19,50,26,40,45,27
"9459",32,22,49,33,40,53,28
"9460",30,16,51,35,50,48,30
"9461",32,10,52,29,36,36,40
"9462",38,21,55,27,66,45,32
"9463",25,19,57,25,44,40,35
"9464",37,22,51,27,45,40,30
"9465",22,12,59,28,47,39,40
"9466",30,18,61,26,32,43,39
"9467",36,16,49,27,41,45,30
"9468",32,28,54,31,32,44,38
"9469",26,23,52,30,35,43,40
"9470",34,9,45,35,32,37,37
"9471",29,18,55,30,42,37,31
"9472",22,21,55,26,37,38,36
"9473",29,25,49,26,39,42,35
"9474",20,25,51,25,49,44,45
"9475",22,11,50,31,45,39,23
"9476",26,23,58,27,42,42,36
"9477",24,25,46,23,52,42,32
"9478",29,21,51,30,46,39,26
"9479",27,12,55,26,45,45,28
"9480",23,19,54,24,35,42,39
"9481",30,12,57,30,43,43,28
"9482",29,12,56,33,53,40,36
"9483",26,14,57,27,47,39,32
"9484",27,17,54,28,39,38,30
"9485",25,14,49,28,49,41,30
