"","v Afghanistan","v Bangladesh","v England","v Hong Kong","v India","v Ireland","v Kenya","v Netherlands","v New Zealand","v Pakistan","v South Africa","v Sri Lanka","v U.A.E.","v West Indies","v Zimbabwe"
"412",48,24,41,28,35,1,24,30,10,50,11,43,31,19,49
"413",42,39,50,29,37,1,26,35,10,55,15,38,27,19,49
"414",50,27,36,38,32,2,24,36,11,44,8,40,33,23,59
"415",54,41,42,35,25,5,29,28,9,51,7,47,29,23,53
"416",47,27,36,30,44,3,28,28,11,48,8,43,30,20,55
"417",50,34,37,30,36,1,29,32,11,54,8,41,30,18,56
"418",52,37,42,27,23,1,33,25,11,57,12,39,27,22,49
"419",49,30,38,33,27,4,36,30,8,55,12,51,35,19,57
"420",45,20,30,38,33,1,29,32,8,51,8,33,33,20,56
"421",41,19,47,37,44,1,30,32,12,47,11,46,29,23,55
"422",53,27,31,38,32,1,31,29,8,55,12,31,31,27,56
"423",49,45,47,32,28,2,32,29,10,46,11,38,34,29,53
"424",43,27,37,36,38,1,31,32,7,47,16,44,32,17,47
"425",47,40,33,30,34,3,33,36,8,44,8,39,34,24,58
"426",42,31,32,29,38,1,31,35,10,56,12,39,32,20,54
"427",44,33,33,29,29,1,32,32,11,58,8,39,32,20,52
"428",41,33,42,34,33,1,31,35,9,59,11,36,32,19,56
"429",46,29,40,29,47,3,24,32,10,61,12,45,30,23,54
"430",51,28,38,33,34,1,25,40,11,56,10,45,36,22,54
"431",43,39,36,34,40,1,33,26,8,52,10,49,32,24,49
"432",52,31,43,28,34,1,28,36,11,60,8,42,31,25,57
"433",43,22,35,27,28,1,27,36,11,59,10,45,30,23,57
"434",51,33,39,29,34,1,30,32,6,51,11,35,24,19,40
"435",49,37,35,28,34,3,29,29,8,52,15,37,32,18,56
"436",49,39,44,29,34,1,30,25,12,63,10,38,29,19,55
"437",46,35,32,33,26,2,34,30,11,54,13,45,25,21,55
"438",49,40,41,28,35,4,30,34,11,57,11,51,28,22,59
"439",47,29,38,28,37,15,31,31,9,48,8,48,30,21,50
"440",48,28,39,35,38,1,36,35,7,55,11,42,34,23,49
"441",51,38,43,28,38,2,28,36,9,52,9,27,33,26,57
"442",41,28,34,34,28,6,29,33,7,51,13,33,32,28,59
"443",47,35,37,28,34,1,30,31,9,54,9,44,28,26,52
"444",52,31,36,32,37,5,30,29,8,56,10,40,36,18,59
"445",44,31,37,32,32,1,33,29,10,54,15,41,32,19,51
"446",47,26,41,35,44,1,34,34,10,54,11,46,26,26,52
"447",40,27,44,39,31,5,26,33,9,55,11,46,31,25,57
"448",45,33,40,33,28,10,32,33,8,53,10,38,29,24,57
"449",48,27,37,36,29,7,32,32,7,55,11,37,33,20,63
"450",43,35,29,33,37,4,27,28,9,45,12,44,29,20,54
"451",48,39,41,29,36,3,29,25,12,52,9,48,33,24,54
"452",48,35,39,33,23,8,26,34,9,48,9,33,32,22,55
"453",51,38,36,27,31,2,30,32,8,57,15,36,29,22,60
"454",52,33,30,31,41,1,33,34,9,49,11,37,29,21,58
"455",53,26,34,27,36,2,34,33,7,53,15,37,33,20,53
"456",48,28,37,33,38,2,41,29,9,50,10,36,32,15,45
"457",52,32,32,36,37,1,29,33,10,51,13,35,28,23,50
"458",54,33,32,30,32,4,28,34,10,54,12,47,30,22,57
"459",44,29,33,31,34,6,30,30,10,57,13,45,32,19,52
"460",48,26,43,31,33,1,28,34,12,47,11,44,37,21,58
"461",49,27,32,36,45,1,31,29,12,54,10,31,35,20,56
"462",51,35,39,33,33,4,31,32,8,51,12,37,31,18,51
"463",56,37,37,31,31,3,37,35,9,48,8,53,35,22,59
"464",42,24,52,31,28,3,30,28,9,53,10,38,31,24,60
"465",48,33,36,29,40,2,32,32,11,50,9,38,33,18,54
"466",45,32,31,30,34,2,31,27,6,48,9,47,38,24,56
"467",48,37,37,28,33,3,32,28,13,58,12,48,29,22,60
"468",48,31,47,31,32,1,28,26,9,52,11,39,30,18,48
"469",46,39,38,26,37,3,32,38,9,57,12,38,28,23,51
"470",43,29,36,25,37,1,28,30,7,46,10,30,29,20,48
"471",55,33,39,30,25,4,28,26,9,52,10,34,31,21,58
"472",51,33,32,35,27,2,27,30,9,53,11,40,33,23,60
"473",48,31,40,33,35,1,35,36,6,54,10,38,28,21,52
"474",46,44,35,32,35,2,33,25,11,51,13,51,32,18,64
"475",50,26,35,37,26,5,32,35,8,52,12,41,31,19,51
"476",39,25,31,28,34,1,28,29,9,52,14,39,25,23,57
"477",50,34,38,28,45,4,32,29,8,55,13,53,36,24,59
"478",40,32,42,27,41,3,33,33,8,49,16,38,33,20,57
"479",41,36,36,27,31,3,35,30,9,59,12,43,26,21,55
"480",46,36,37,28,32,2,35,31,10,54,10,38,32,18,61
"481",48,37,33,34,47,2,34,32,7,57,12,40,31,23,56
"482",45,35,35,31,35,1,30,29,13,51,15,41,32,27,52
"483",46,37,32,31,58,4,27,27,7,47,10,34,31,21,52
"484",43,29,40,40,33,3,29,35,6,48,12,36,30,16,52
"485",45,35,38,30,26,1,24,32,5,57,8,33,36,18,57
"486",45,41,44,31,27,2,39,30,8,58,12,44,27,17,53
"487",59,36,42,30,40,8,32,34,8,51,8,35,38,20,59
"488",42,34,32,29,29,2,33,35,8,51,11,39,36,25,54
"489",50,30,47,31,41,1,34,31,7,52,11,44,34,21,54
"490",56,23,33,35,37,1,30,28,7,44,11,40,30,22,58
"491",53,29,31,36,34,5,32,35,10,56,13,47,31,18,56
"492",44,36,31,30,29,10,30,32,10,53,10,36,28,19,53
"493",42,33,40,34,52,4,27,32,9,52,9,45,35,26,48
"494",42,29,43,30,36,8,30,32,9,45,9,50,27,20,52
"495",53,37,36,29,34,1,29,35,9,51,12,40,29,21,52
"496",54,25,44,32,36,1,33,29,9,63,13,45,34,23,54
"497",50,39,46,35,30,1,30,32,9,44,11,47,27,21,55
"498",50,23,38,29,41,1,30,41,7,48,11,44,40,20,60
"499",44,24,40,32,31,2,28,32,11,55,10,46,28,22,48
"500",47,33,34,34,32,4,32,31,7,45,11,37,35,19,61
"501",45,39,30,40,35,1,28,29,7,46,9,41,32,21,51
"502",46,45,34,28,32,2,30,30,9,48,11,45,38,23,55
"503",44,26,34,31,33,21,27,32,7,48,10,35,34,19,50
"504",41,28,38,37,35,4,34,31,8,56,9,37,28,20,54
"505",42,30,39,32,35,1,39,29,10,51,12,45,36,19,53
"506",45,28,40,30,37,5,30,34,11,59,11,35,31,20,54
"507",43,29,53,30,41,7,30,32,10,56,9,44,29,22,53
"508",49,47,30,33,34,3,33,35,7,54,10,36,34,24,56
"509",52,39,30,30,31,5,31,27,9,50,12,48,37,22,58
"510",51,29,42,30,38,3,32,37,7,46,13,47,31,23,53
"511",51,28,37,32,40,1,30,32,7,45,10,45,32,25,54
"512",47,39,39,31,36,1,25,31,8,54,11,34,29,22,45
"513",49,23,35,28,34,1,31,31,7,53,14,42,28,24,51
"514",43,48,39,33,37,2,37,31,8,52,9,41,29,23,54
"515",39,38,34,31,35,9,25,29,8,52,9,42,30,19,43
"516",53,36,32,38,36,1,29,35,6,60,10,50,27,26,57
"517",52,44,36,36,31,3,29,35,9,56,10,41,35,21,50
"518",45,33,39,27,36,1,38,31,9,54,12,42,29,23,55
"519",46,31,44,38,39,3,27,28,8,62,13,28,33,24,54
"520",46,21,35,27,39,1,32,34,6,49,12,33,28,22,57
"521",47,31,35,30,30,3,33,32,10,53,14,41,32,24,55
"522",50,43,44,33,47,2,30,29,7,52,11,46,30,21,45
"523",50,35,28,33,25,3,36,34,12,54,11,45,33,24,57
"524",42,31,51,27,38,1,31,32,8,45,13,47,31,25,56
"525",54,29,42,36,37,6,32,34,9,55,15,47,44,21,54
"526",48,32,43,30,35,1,36,28,9,50,9,38,27,22,52
"527",44,41,39,29,39,1,30,35,8,56,11,46,30,18,56
"528",46,32,34,32,28,2,30,38,8,52,11,40,26,23,56
"529",54,22,48,28,39,1,36,36,6,55,11,41,38,22,52
"530",49,33,37,37,31,1,26,32,7,57,10,43,27,23,47
"531",51,27,27,34,32,2,35,31,11,57,8,42,27,21,65
"532",48,28,40,29,36,4,29,41,6,60,8,40,35,24,54
"533",55,27,45,30,33,1,28,32,9,54,10,46,31,23,62
"534",44,38,30,30,34,1,31,34,9,51,13,38,25,19,57
"535",47,34,36,29,33,1,31,31,7,52,9,35,29,16,55
"536",52,35,42,27,37,1,31,31,10,50,12,42,29,22,51
"537",52,32,38,35,31,2,32,33,8,53,13,36,38,24,53
"538",46,36,41,29,31,1,31,26,9,54,13,35,39,23,60
"539",50,35,32,33,38,2,31,38,7,51,12,48,33,17,53
"540",53,37,37,37,38,3,29,30,9,50,12,43,32,23,59
"541",50,36,40,33,37,1,30,33,9,52,13,38,34,25,46
"542",53,45,31,24,30,7,33,32,11,56,9,43,36,27,54
"543",47,40,31,33,32,1,33,25,6,51,10,25,30,21,50
"544",45,27,49,29,32,1,33,24,11,55,17,42,36,19,63
"545",54,31,46,28,31,1,36,34,11,47,11,46,40,23,65
"546",42,23,38,33,30,3,29,30,12,53,13,45,29,21,50
"547",51,29,37,29,33,2,31,32,9,55,12,36,33,26,53
"548",49,26,47,30,35,1,33,34,9,42,10,33,29,23,59
"549",48,40,40,33,32,6,31,33,6,56,12,43,31,24,56
"550",45,45,34,37,32,1,36,33,10,49,12,40,34,20,53
"551",49,36,40,36,41,2,32,30,8,54,11,48,31,23,50
"552",46,28,39,36,32,1,35,34,8,53,14,37,27,22,60
"553",44,26,49,25,34,3,28,28,9,55,9,34,32,23,54
"554",45,24,54,29,40,2,29,28,8,52,10,31,33,27,48
"555",47,27,38,32,26,1,34,33,10,47,11,37,34,25,59
"556",46,27,38,34,35,3,33,30,7,50,9,36,30,22,55
"557",49,35,32,32,42,2,38,39,8,59,9,40,27,18,50
"558",45,37,57,38,29,3,33,28,11,48,14,37,37,20,59
"559",46,28,36,26,33,1,25,36,11,53,9,42,28,23,54
"560",42,33,43,26,54,3,31,31,9,55,11,46,33,20,54
"561",53,28,31,29,36,1,29,30,12,53,10,38,34,22,45
"562",55,36,43,26,41,3,36,28,8,64,12,42,30,19,58
"563",49,26,37,32,32,7,28,30,11,52,10,42,33,22,52
"564",47,31,33,28,36,1,27,29,9,59,11,43,27,20,47
"565",41,35,36,37,37,2,33,27,7,54,8,50,26,20,55
"566",43,38,47,31,35,3,23,32,10,48,10,43,30,19,49
"567",50,38,36,30,36,1,29,31,11,47,12,38,36,18,58
"568",51,31,35,33,36,4,26,31,8,52,10,45,31,22,60
"569",47,30,33,37,30,2,35,32,10,48,14,52,29,19,52
"570",43,32,28,32,31,1,31,31,7,63,10,46,30,21,58
"571",51,27,33,29,38,1,35,35,9,56,7,35,30,25,45
"572",51,30,38,33,32,2,27,29,10,55,10,48,28,23,52
"573",51,32,41,28,46,1,29,36,8,60,11,37,30,20,53
"574",46,35,40,30,27,1,30,30,10,56,9,37,26,20,50
"575",45,34,43,27,25,8,36,29,9,48,8,37,31,23,55
"576",45,30,40,27,40,1,27,35,8,55,15,43,29,25,52
"577",47,30,39,32,37,1,31,33,9,54,10,36,34,22,57
"578",50,37,42,34,41,1,34,30,8,52,8,37,33,23,54
"579",51,31,41,33,34,9,37,34,12,45,9,38,31,23,50
"580",48,34,41,31,31,1,29,34,9,54,12,39,35,21,54
"581",57,42,37,36,37,1,30,29,9,54,9,35,31,19,56
"582",51,42,36,33,35,1,30,35,12,53,12,50,32,22,56
"583",45,42,43,32,31,1,25,25,11,55,13,47,33,24,55
"584",45,36,37,31,46,1,33,29,8,47,11,33,30,19,58
"585",56,33,39,35,39,5,25,37,8,56,11,37,30,25,52
"586",43,40,46,24,35,1,31,31,7,55,13,41,26,16,52
"587",48,30,36,35,35,1,27,26,8,51,12,36,33,18,54
"588",49,34,39,27,30,6,31,30,11,47,11,39,30,20,54
"589",42,39,33,27,40,3,34,32,8,53,9,45,33,21,56
"590",44,33,42,29,35,2,35,34,8,54,11,42,29,22,48
"591",44,29,35,32,32,5,30,32,9,55,13,32,33,25,58
"592",46,29,41,41,38,1,33,34,10,50,9,36,30,22,51
"593",43,26,41,28,31,6,34,27,9,51,12,37,29,22,59
"594",47,24,30,27,33,1,31,30,6,52,9,49,31,22,50
"595",49,37,36,28,35,2,30,30,11,48,11,37,27,24,47
"596",42,28,32,36,39,1,28,34,6,49,10,40,31,20,59
"597",49,32,37,31,33,6,37,32,13,54,16,46,37,22,54
"598",49,33,41,28,33,3,35,31,6,53,10,48,28,27,62
"599",45,32,36,33,43,5,36,36,9,49,11,36,32,21,51
"600",45,38,33,29,34,3,32,27,8,55,10,43,26,22,48
"601",48,30,38,30,40,1,31,29,10,50,7,36,31,22,50
"602",46,31,35,31,29,2,30,32,10,54,11,36,26,26,60
"603",49,35,29,32,31,10,31,29,10,52,9,36,30,25,53
"604",47,33,36,35,41,1,25,31,12,55,11,34,32,20,57
"605",43,31,40,35,31,1,30,29,7,49,10,34,31,20,45
"606",52,29,38,28,33,2,25,34,11,65,12,41,27,20,52
"607",42,29,39,32,34,1,32,27,9,57,7,43,37,25,52
"608",43,31,41,41,40,1,37,33,8,53,11,36,31,22,53
"609",42,29,34,31,33,4,28,31,8,52,8,54,30,24,47
"610",46,38,42,29,40,8,26,35,10,45,9,48,34,19,48
"611",46,28,41,28,25,2,31,31,8,49,13,47,21,27,59
"612",45,29,32,29,31,4,35,36,8,45,10,46,28,21,50
"613",50,29,33,36,25,1,30,30,9,51,9,40,29,23,54
"614",47,32,35,25,29,3,35,29,10,49,11,40,28,22,48
"615",53,30,35,34,38,1,32,29,10,48,9,38,34,25,57
"616",48,31,42,31,49,5,38,28,11,50,12,34,35,23,52
"617",47,35,36,30,45,1,35,32,11,53,10,46,34,17,53
"618",43,37,32,28,32,4,38,30,11,51,10,35,31,19,52
"619",48,32,41,30,29,2,34,29,8,48,7,46,33,19,47
"620",46,24,36,29,40,1,28,35,9,54,11,46,29,22,53
"621",49,42,41,36,30,2,32,35,12,57,11,53,31,21,51
"622",50,40,37,32,34,2,29,33,8,45,9,42,24,20,56
"623",48,36,35,30,46,6,29,34,8,59,16,37,24,22,55
"624",44,29,45,30,27,3,32,31,8,57,9,42,29,23,52
"625",45,26,34,38,31,1,30,30,8,42,8,37,29,18,51
"626",49,33,32,37,36,1,26,30,6,50,14,29,33,22,47
"627",47,40,30,32,51,2,28,32,9,51,9,43,39,16,49
"628",46,29,47,34,30,1,27,30,10,60,10,48,27,19,59
"629",47,32,48,35,30,2,26,27,10,60,13,46,27,24,55
"630",56,42,41,32,39,2,28,32,10,52,10,52,31,21,58
"631",50,39,35,36,30,2,36,32,10,51,12,46,32,19,56
"632",47,27,36,27,33,1,35,26,7,56,13,36,30,22,54
"633",44,34,35,28,38,2,33,31,9,49,10,39,34,22,48
"634",47,29,40,25,33,1,33,31,13,56,11,50,27,25,53
"635",48,31,43,25,41,2,34,33,7,44,12,40,22,18,60
"636",49,30,38,29,31,4,24,26,7,60,10,30,29,23,54
"637",45,31,36,32,33,1,38,35,7,52,10,39,32,19,58
"638",48,30,33,35,29,4,29,32,8,57,14,46,30,23,47
"639",53,33,36,30,30,3,33,34,10,55,10,42,30,21,57
"640",48,25,36,36,31,2,35,28,8,45,12,44,35,27,54
"641",51,34,30,24,31,2,29,31,6,55,12,39,33,19,47
"642",43,33,37,30,33,3,30,30,8,50,11,33,36,23,51
"643",46,28,35,29,27,3,27,38,11,52,9,47,30,21,52
"644",44,31,40,32,31,1,41,30,11,54,13,38,37,23,51
"645",49,39,30,32,25,14,28,34,7,51,8,48,29,26,50
"646",45,35,38,29,32,2,33,25,7,58,8,41,32,23,49
"647",42,28,46,27,34,1,31,38,9,56,9,37,30,23,58
"648",43,29,36,28,42,3,30,37,10,61,10,36,33,22,55
"649",51,42,40,29,42,3,34,35,13,51,14,31,34,24,55
"650",42,25,40,33,33,11,30,29,11,52,10,43,26,29,52
"651",46,41,35,30,39,1,27,34,7,54,12,42,32,19,54
"652",46,30,36,30,34,2,34,33,10,56,11,39,27,22,45
"653",43,30,28,28,28,1,32,32,9,54,14,37,32,25,58
"654",40,38,36,40,26,1,25,29,10,42,11,44,33,24,65
"655",45,26,44,30,36,1,34,33,7,58,13,43,31,17,50
"656",43,30,33,29,32,2,32,25,12,57,13,50,34,23,53
"657",45,30,37,30,32,3,24,35,8,50,11,43,26,26,55
"658",51,26,38,29,27,1,28,37,9,51,13,36,28,25,52
"659",49,37,34,31,38,4,34,28,9,56,9,37,34,20,56
"660",53,27,34,27,34,3,30,28,9,52,8,52,30,25,49
"661",46,36,45,28,30,2,25,31,8,50,12,42,36,24,57
"662",48,36,32,30,43,3,35,39,7,51,9,41,28,18,57
"663",55,25,35,30,29,2,34,33,12,53,19,48,36,23,53
"664",50,41,39,38,29,2,32,28,9,54,11,40,35,18,54
"665",44,34,41,31,38,2,35,32,12,53,11,42,32,24,51
"666",52,32,33,31,25,2,34,34,9,52,13,46,34,22,55
"667",44,22,35,28,28,4,29,34,9,49,14,39,29,23,60
"668",51,45,35,32,41,4,35,27,10,52,12,36,30,20,50
"669",43,44,41,33,37,5,32,43,10,61,10,51,33,20,54
"670",53,36,40,32,36,2,32,33,8,61,14,39,25,22,64
"671",50,27,30,29,37,8,34,37,10,54,8,46,33,18,57
"672",57,29,34,30,40,1,30,32,6,59,11,48,30,19,61
"673",46,31,37,37,32,1,34,35,8,50,12,37,29,16,56
"674",48,42,27,31,27,1,31,29,7,50,11,36,31,24,50
"675",42,36,39,27,31,1,31,33,9,47,13,49,27,23,57
"676",52,42,33,31,36,6,27,29,10,51,9,37,31,20,52
"677",48,37,31,27,28,1,33,37,7,50,13,42,27,26,50
"678",40,22,43,30,34,3,26,33,8,55,11,40,31,22,55
"679",48,35,32,33,33,6,34,30,8,57,12,50,37,19,49
"680",49,38,41,32,39,2,27,32,9,65,12,52,31,17,53
"681",43,32,49,31,22,5,32,31,13,53,7,47,37,23,53
"682",52,38,45,29,34,1,30,36,13,50,12,46,25,22,54
"683",43,27,40,33,33,1,32,34,8,56,8,36,29,20,52
"684",43,30,34,35,27,1,32,24,11,57,10,35,31,23,49
"685",52,29,39,36,37,1,34,36,7,48,10,43,28,22,53
"686",51,38,37,29,24,1,26,32,9,56,9,36,31,19,53
"687",50,35,35,32,32,3,28,31,7,54,10,34,28,21,49
"688",42,34,49,35,26,1,31,37,8,52,12,43,34,20,52
"689",52,41,39,27,44,1,27,31,9,51,12,41,33,21,56
"690",50,32,34,31,35,1,27,27,12,50,11,34,32,21,58
"691",49,30,36,30,38,1,27,31,9,50,11,52,32,20,51
"692",43,40,32,32,44,2,34,29,6,60,14,51,39,17,55
"693",51,29,31,30,45,2,31,36,7,51,9,41,30,28,51
"694",43,29,46,33,31,3,37,29,10,58,14,39,27,22,51
"695",50,33,32,36,34,1,31,28,9,56,11,50,30,22,48
"696",51,31,35,27,36,3,33,31,8,59,11,38,31,17,58
"697",48,31,42,27,34,2,30,36,7,52,12,44,35,21,54
"698",59,25,40,26,38,1,25,31,8,58,10,41,29,24,55
"699",54,34,44,31,34,3,34,31,7,56,10,44,33,21,53
"700",46,36,41,34,33,1,32,30,11,52,14,37,32,17,49
"701",42,28,43,29,38,1,31,36,10,47,10,41,28,22,56
"702",43,26,41,30,34,3,36,30,8,50,11,51,30,19,47
"703",44,32,33,33,30,4,31,36,8,58,9,46,33,21,63
"704",47,29,33,33,34,3,29,30,7,49,12,41,33,19,49
"705",54,28,30,33,29,6,29,30,9,59,11,50,26,21,52
"706",41,32,38,34,38,1,31,38,11,50,10,30,33,22,54
"707",44,48,39,31,33,1,30,28,10,52,14,45,28,18,56
"708",46,32,40,36,29,1,26,29,9,51,9,39,34,18,51
"709",47,27,36,29,41,1,30,31,8,51,10,38,27,18,55
"710",44,33,40,32,31,3,26,28,4,57,9,40,40,20,50
"711",41,38,45,28,40,2,29,26,9,61,13,36,33,18,59
"712",48,30,34,28,39,1,37,32,8,49,12,46,31,20,54
"713",43,40,32,36,34,1,32,30,10,59,11,35,33,23,55
"714",44,26,38,33,38,1,27,27,8,60,12,45,32,19,53
"715",42,20,32,32,23,8,33,33,7,54,13,38,28,20,49
"716",50,39,34,31,36,1,34,32,11,58,12,43,29,16,56
"717",48,34,35,31,44,1,25,27,8,51,11,39,31,25,58
"718",45,36,43,31,24,1,29,32,6,58,11,47,29,26,53
"719",50,34,39,31,36,1,31,26,10,56,10,42,30,20,58
"720",39,39,39,36,42,1,34,30,8,54,11,39,32,24,50
"721",47,36,38,33,27,1,33,31,7,53,10,31,31,18,47
"722",47,23,26,31,44,5,30,33,7,54,9,37,39,28,48
"723",49,28,42,27,37,2,30,30,6,58,8,36,35,17,57
"724",48,43,37,38,36,2,32,32,7,54,12,56,30,24,57
"725",47,27,34,33,36,12,27,34,9,63,9,39,34,20,56
"726",48,34,43,28,25,3,35,36,7,55,10,40,30,21,53
"727",45,33,45,37,33,2,32,34,8,55,13,38,28,20,55
"728",47,33,30,28,27,3,33,32,9,47,12,43,27,21,53
"729",46,34,34,32,34,2,33,34,7,65,9,40,30,24,54
"730",45,30,44,36,41,4,33,29,7,50,10,47,30,25,59
"731",46,36,47,33,34,1,33,32,7,51,10,46,28,19,55
"732",53,34,36,30,36,3,33,31,8,52,12,42,36,17,55
"733",53,34,31,40,34,3,29,38,9,55,11,39,27,22,62
"734",50,32,38,32,34,2,33,32,11,56,7,46,30,18,50
"735",48,28,37,31,42,2,29,26,10,52,8,40,29,22,57
"736",49,29,41,39,39,1,30,35,10,51,12,41,32,23,52
"737",43,27,31,29,28,1,30,34,8,54,15,42,28,21,54
"738",43,34,36,32,43,2,29,27,9,53,17,44,30,25,50
"739",45,36,35,28,37,2,32,27,11,52,9,49,29,24,58
"740",47,32,38,30,37,2,31,39,9,51,8,50,26,23,52
"741",49,38,34,24,27,8,29,33,8,51,14,49,31,27,56
"742",52,33,34,30,30,2,30,32,8,51,16,39,28,21,59
"743",48,28,39,34,44,4,28,31,9,50,13,39,39,21,55
"744",51,34,40,31,34,3,27,33,7,58,9,57,33,19,55
"745",47,34,29,25,35,2,29,36,8,57,10,45,29,23,61
"746",50,27,44,36,33,1,28,28,9,55,10,41,29,23,54
"747",49,25,39,31,30,2,38,30,8,51,9,32,28,23,44
"748",58,40,33,36,27,1,30,36,9,56,12,39,33,20,54
"749",48,34,40,30,37,16,33,34,8,60,10,45,29,23,55
"750",50,42,39,28,35,2,38,31,14,50,11,43,33,20,45
"751",51,24,32,33,35,2,30,29,10,60,10,47,29,19,57
"752",46,28,36,36,32,3,31,38,8,54,13,42,31,19,57
"753",51,26,38,33,31,1,36,35,7,57,12,41,34,25,49
"754",45,35,36,29,30,3,32,29,8,53,10,35,33,22,52
"755",49,27,39,30,45,4,31,24,9,61,9,42,32,25,60
"756",46,38,46,30,44,2,30,36,10,55,8,40,27,19,53
"757",53,32,29,30,34,1,26,31,10,51,10,43,31,24,51
"758",46,39,43,30,35,1,32,32,7,46,10,36,32,25,52
"759",46,25,42,27,33,1,34,29,6,57,9,36,32,28,49
"760",52,32,37,30,40,6,30,30,9,52,11,36,35,25,57
"761",52,28,39,37,36,2,32,32,10,64,9,39,28,16,43
"762",48,31,36,36,29,1,32,29,8,54,13,39,32,23,51
"763",48,34,44,29,31,2,32,32,8,46,14,29,23,23,58
"764",50,26,38,29,38,1,28,34,6,55,11,39,29,28,49
"765",40,25,39,29,34,1,30,31,8,56,10,47,34,21,57
"766",51,36,36,28,33,2,38,31,7,48,9,37,29,18,44
"767",39,25,32,34,30,1,30,27,7,55,11,45,25,20,56
"768",41,32,37,29,38,1,39,29,10,55,10,37,28,18,55
"769",50,28,31,33,34,5,31,25,8,48,9,39,36,27,51
"770",45,35,33,33,42,3,28,28,10,57,10,33,33,21,50
"771",48,36,37,31,26,1,29,34,8,55,9,38,32,23,45
"772",51,26,46,30,26,1,27,28,8,51,10,42,34,28,58
"773",46,26,37,31,40,2,31,34,7,47,10,49,28,18,44
"774",58,32,36,35,34,1,30,31,7,50,12,37,27,21,55
"775",46,45,38,30,38,1,23,29,6,54,10,39,34,21,51
"776",47,31,44,35,34,2,27,30,8,52,8,45,32,23,50
"777",59,35,40,31,40,3,32,31,8,49,11,43,37,27,52
"778",49,34,46,29,30,1,33,30,9,55,12,46,27,22,57
"779",52,36,36,30,33,1,29,35,7,54,8,34,31,19,50
"780",51,33,50,32,30,2,25,32,7,55,10,38,34,24,54
"781",46,27,38,26,30,2,35,31,11,61,13,43,34,26,46
"782",46,36,39,27,30,3,31,29,8,47,11,39,34,23,58
"783",46,20,36,30,31,5,30,35,6,53,12,39,32,24,52
"784",40,31,33,31,26,1,29,36,12,62,10,36,33,18,50
"785",52,32,43,32,38,1,32,24,7,61,8,57,35,20,57
"786",48,29,46,33,30,3,29,36,9,51,9,43,32,20,57
"787",47,31,40,29,27,8,31,33,8,53,14,45,27,26,61
"788",46,28,36,30,37,1,33,29,11,55,15,41,33,23,62
"789",50,22,40,30,35,1,28,27,8,50,10,44,34,27,49
"790",51,31,38,39,36,2,27,29,10,50,14,36,30,19,49
"791",45,32,31,29,35,2,23,31,12,51,9,40,31,21,59
"792",49,35,36,28,29,1,31,34,13,46,11,41,29,24,51
"793",46,34,40,36,37,1,28,31,10,48,10,38,32,20,47
"794",52,24,47,32,44,1,34,33,10,47,12,35,36,23,55
"795",44,33,31,36,36,1,29,29,10,58,17,48,31,23,54
"796",49,27,42,30,35,1,31,31,10,49,14,48,31,26,49
"797",49,37,47,30,34,2,31,29,10,52,10,43,30,21,53
"798",49,37,55,35,36,4,36,23,5,57,13,40,27,21,52
"799",44,26,32,28,34,1,32,27,8,56,9,47,31,21,53
"800",49,33,34,34,24,4,31,32,12,53,10,40,30,24,55
"801",50,41,39,27,43,5,32,38,9,60,11,45,41,24,61
"802",47,26,37,33,38,3,32,26,7,52,9,38,33,22,50
"803",53,23,38,33,32,2,29,36,9,56,10,39,36,19,55
"804",48,29,38,28,34,5,30,37,7,50,10,38,30,21,55
"805",43,29,35,28,32,2,32,30,9,48,15,34,27,22,58
"806",55,24,44,27,30,4,30,37,8,55,7,53,31,19,53
"807",46,31,34,32,38,2,28,30,7,44,12,36,32,23,54
"808",48,41,41,33,35,3,34,33,9,52,15,43,31,15,58
"809",49,34,49,36,29,5,25,35,10,53,12,36,30,20,56
"810",42,32,39,31,35,7,27,29,10,55,12,35,32,25,52
"811",49,37,39,36,38,2,27,31,9,52,13,41,26,20,50
"812",54,57,45,31,35,2,31,31,8,58,11,46,29,24,52
"813",46,32,42,34,28,1,28,31,10,48,11,43,30,18,50
"814",46,31,40,34,31,1,31,32,8,54,9,48,31,23,52
"815",44,26,45,33,41,2,31,30,8,53,12,41,35,19,55
"816",44,32,39,31,36,1,28,29,7,56,13,46,29,24,51
"817",43,31,41,26,31,4,29,31,10,57,10,43,30,20,50
"818",47,30,31,35,37,2,30,29,7,63,16,47,30,23,57
"819",49,25,37,39,29,1,34,39,8,53,10,47,33,18,61
"820",37,33,42,27,24,1,29,27,11,50,8,36,31,22,45
"821",48,34,38,34,41,1,37,30,11,53,11,37,29,19,54
"822",49,39,46,30,39,10,26,29,8,53,8,35,38,26,48
"823",49,32,29,37,43,6,31,36,7,56,9,38,32,25,56
"824",49,31,37,30,42,1,29,34,8,53,11,34,29,23,49
"825",56,33,36,34,27,8,32,34,7,49,12,42,39,28,60
"826",53,34,34,25,34,1,25,22,9,51,8,39,26,23,51
"827",38,29,40,31,28,1,29,26,7,55,12,38,27,27,64
"828",49,36,37,27,34,2,34,28,10,49,13,42,34,20,53
"829",47,34,32,34,42,1,34,28,7,58,9,40,30,21,55
"830",51,22,36,30,36,1,29,31,8,51,9,37,31,23,55
"831",50,35,39,26,32,2,32,27,10,54,12,32,31,21,48
"832",51,26,39,31,26,2,30,31,9,52,10,45,35,22,57
